Operation,Cost,Imputation,Region,Division,Sub-Division,Accounting Sta.,Locality,Management m.,,Vote holder
Elaboration d'un plan national de lutte contre les zoonoses émergeantes et re-émergeantes(du Projet N° 1-05-02-222-093),20000,313300012043,,Direction des services veterinaires,DIRECTION DES SERVICES VETERIN,PAIERIE GENERALE,DIRECTION DES SERVICES VETERIN.,,,Ministre
Construction/aménagement de 4 laboratoires régionaux (EN-AD-NO-ES)(du Projet N° 1-05-02-222-092),100000,313300012220,,Direction des services veterinaires,DIRECTION DES SERVICES VETERIN,PAIERIE GENERALE,DIRECTION DES SERVICES VETERIN.,,,Ministre
Acquisition des vaccins contre la NCD dans le cadre du PADAV(du Projet N° 1-05-02-222-096),75000,313300012272,,Direction des services veterinaires,DIRECTION DES SERVICES VETERIN,PAIERIE GENERALE,DIRECTION DES SERVICES VETERIN.,,,Ministre
Acquisition des vaccins contre la PPA dans le cadre du PDFP(du Projet N° 1-05-02-222-096),70000,313300012272,,Direction des services veterinaires,DIRECTION DES SERVICES VETERIN,PAIERIE GENERALE,DIRECTION DES SERVICES VETERIN.,,,Ministre
Acquisition des vaccins contre le rouget et vermifugation dans le cadre du PDFP(du Projet N° 1-05-02-222-096),50000,313300012272,,Direction des services veterinaires,DIRECTION DES SERVICES VETERIN,PAIERIE GENERALE,DIRECTION DES SERVICES VETERIN.,,,Ministre
Acquisition des équipements d'ISV(du Projet N° 1-05-02-222-094),50000,313300012272,,Direction des services veterinaires,DIRECTION DES SERVICES VETERIN,PAIERIE GENERALE,DIRECTION DES SERVICES VETERIN.,,,Ministre
Achat de matériel de vaccination(du Projet N° 1-05-02-222-096),25000,313300012272,,Direction des services veterinaires,DIRECTION DES SERVICES VETERIN,PAIERIE GENERALE,DIRECTION DES SERVICES VETERIN.,,,Ministre
Matériel de prélèvement(du Projet N° 1-05-02-222-093),7500,313300012272,,Direction des services veterinaires,DIRECTION DES SERVICES VETERIN,PAIERIE GENERALE,DIRECTION DES SERVICES VETERIN.,,,Ministre
Acquisition des vaccins contre la PPR dans le cadre du PADPR(du Projet N° 1-05-02-222-096),30000,313300012272,,Direction des services veterinaires,DIRECTION DES SERVICES VETERIN,PAIERIE GENERALE,DIRECTION DES SERVICES VETERIN.,,,Ministre
Acquisition du matériel complémentaire et installation des équipements(du Projet N° 1-05-02-222-092),30000,313300012272,,Direction des services veterinaires,DIRECTION DES SERVICES VETERIN,PAIERIE GENERALE,DIRECTION DES SERVICES VETERIN.,,,Ministre
Achat de consommables de laboratoire(du Projet N° 1-05-02-222-092),30000,313300012272,,Direction des services veterinaires,DIRECTION DES SERVICES VETERIN,PAIERIE GENERALE,DIRECTION DES SERVICES VETERIN.,,,Ministre
Achat de 20 GPS et accessoires(du Projet N° 1-05-02-222-097),10000,313300012276,,Direction des services veterinaires,DIRECTION DES SERVICES VETERIN,PAIERIE GENERALE,DIRECTION DES SERVICES VETERIN.,,,Ministre
Achat de téléphones portables pour zones dépourvues de téléphones fixes(du Projet N° 1-05-02-222-097),10000,313300012276,,Direction des services veterinaires,DIRECTION DES SERVICES VETERIN,PAIERIE GENERALE,DIRECTION DES SERVICES VETERIN.,,,Ministre
Frais de diagnostic de laboratoire(du Projet N° 1-05-02-222-093),2500,313300012813,,Direction des services veterinaires,DIRECTION DES SERVICES VETERIN,PAIERIE GENERALE,DIRECTION DES SERVICES VETERIN.,,,Ministre
Appui à la finalisation et à la mise en fonctionnement du Laboratoire d'Analyse des Denrées Alimentaires de Douala(du Projet N° 1-05-02-222-092),300000,313300012813,,Direction des services veterinaires,DIRECTION DES SERVICES VETERIN,PAIERIE GENERALE,DIRECTION DES SERVICES VETERIN.,,,Ministre
Renforcement des capacités de diagnostic(du Projet N° 1-05-02-222-092),15000,313300012813,,Direction des services veterinaires,DIRECTION DES SERVICES VETERIN,PAIERIE GENERALE,DIRECTION DES SERVICES VETERIN.,,,Ministre
Appui de l'autorité statutaire des services vétérinaires à ONVC(du Projet N° 1-05-02-222-098),20000,313300012813,,Direction des services veterinaires,DIRECTION DES SERVICES VETERIN,PAIERIE GENERALE,DIRECTION DES SERVICES VETERIN.,,,Ministre
Appui au LANAVET pour la recherche sur le vaccin contre le rouget(du Projet N° 1-05-02-222-098),60000,313300012813,,Direction des services veterinaires,DIRECTION DES SERVICES VETERIN,PAIERIE GENERALE,DIRECTION DES SERVICES VETERIN.,,,Ministre
Appui au LANACOME pour le controle de la qualité des médicaments(du Projet N° 1-05-02-222-098),10000,313300012813,,Direction des services veterinaires,DIRECTION DES SERVICES VETERIN,PAIERIE GENERALE,DIRECTION DES SERVICES VETERIN.,,GC,Ministre
Réalisation des formations de 60 apiculteurs en 2 ateliers de 4 jours(du Projet N° 1-03-03-204-237),16000,313300022043,,DIRECTION PRODUCTION ET DES INDUSTRIES A,DIRECTION PRODUCTION ET DES IN,PAIERIE GENERALE,DIRECTION PRODUCTION ET DES INDUSTRIES ANIMALES,,,Ministre
Appui à la structuration et la professionnalisation des acteurs (Organisation de deux séminaires ateliers sur la structuration des acteurs de la filière)(du Projet N° 1-03-02-690-670),10000,313300022043,,DIRECTION PRODUCTION ET DES INDUSTRIES A,DIRECTION PRODUCTION ET DES IN,PAIERIE GENERALE,DIRECTION PRODUCTION ET DES INDUSTRIES ANIMALES,,,Ministre
Réalisation de formation de 20 femmes en techniques de transformation des produits de la ruche en 1 atelier de 4 jours(du Projet N° 1-03-03-204-237),8000,313300022043,,DIRECTION PRODUCTION ET DES INDUSTRIES A,DIRECTION PRODUCTION ET DES IN,PAIERIE GENERALE,DIRECTION PRODUCTION ET DES INDUSTRIES ANIMALES,,,Ministre
Acquisition des équipements de 3 unités de collecte de traitement et de conditionnement des produits(du Projet N° 1-03-03-204-237),30000,313300022272,,DIRECTION PRODUCTION ET DES INDUSTRIES A,DIRECTION PRODUCTION ET DES IN,PAIERIE GENERALE,DIRECTION PRODUCTION ET DES INDUSTRIES ANIMALES,,,Ministre
Acquisition du matériel et équipement apicole(du Projet N° 1-03-03-204-237),40000,313300022272,,DIRECTION PRODUCTION ET DES INDUSTRIES A,DIRECTION PRODUCTION ET DES IN,PAIERIE GENERALE,DIRECTION PRODUCTION ET DES INDUSTRIES ANIMALES,,,Ministre
Acquisition du Petit équipement technique (matériel d'intervention)(du Projet N° 1-02-03-207-009),15000,313300022272,,DIRECTION PRODUCTION ET DES INDUSTRIES A,DIRECTION PRODUCTION ET DES IN,PAIERIE GENERALE,DIRECTION PRODUCTION ET DES INDUSTRIES ANIMALES,,,Ministre
"Acquisition des matériels de collecte de lait, de transformations et d'intrants de transformation(du Projet N° 1-03-02-690-670)",20000,313300022272,,DIRECTION PRODUCTION ET DES INDUSTRIES A,DIRECTION PRODUCTION ET DES IN,PAIERIE GENERALE,DIRECTION PRODUCTION ET DES INDUSTRIES ANIMALES,,,Ministre
Acquisition de 04 véhicules de mission pour les unités départementales du PNVRA (Pick-Up 4x4)(du Projet N° 1-03-03-226-227),100000,313300022280,,DIRECTION PRODUCTION ET DES INDUSTRIES A,DIRECTION PRODUCTION ET DES IN,PAIERIE GENERALE,DIRECTION PRODUCTION ET DES INDUSTRIES ANIMALES,,GC,Ministre
Acquisition de 80 motocyclettes(du Projet N° 1-03-03-226-227),100000,313300022281,,DIRECTION PRODUCTION ET DES INDUSTRIES A,DIRECTION PRODUCTION ET DES IN,PAIERIE GENERALE,DIRECTION PRODUCTION ET DES INDUSTRIES ANIMALES,,,Ministre
Appui à la SODEPA(du Projet N° 1-05-02-222-098),250000,313300022813,,DIRECTION PRODUCTION ET DES INDUSTRIES A,DIRECTION PRODUCTION ET DES IN,PAIERIE GENERALE,DIRECTION PRODUCTION ET DES INDUSTRIES ANIMALES,,,Ministre
Appui à la production des géniteurs(du Projet N° 1-02-01-227-123),50000,313300022842,,DIRECTION PRODUCTION ET DES INDUSTRIES A,DIRECTION PRODUCTION ET DES IN,PAIERIE GENERALE,DIRECTION PRODUCTION ET DES INDUSTRIES ANIMALES,,GC,Ministre
Appui en subvention aux OAL pour l'accompagnement des producteurs sur le terrain(du Projet N° 1-02-01-227-123),50000,313300022842,,DIRECTION PRODUCTION ET DES INDUSTRIES A,DIRECTION PRODUCTION ET DES IN,PAIERIE GENERALE,DIRECTION PRODUCTION ET DES INDUSTRIES ANIMALES,,,Ministre
"Organisation,  structuration  et accompagnement des OP (Subvention à l’OAL)(du Projet N° 1-02-03-207-009)",40000,313300022842,,DIRECTION PRODUCTION ET DES INDUSTRIES A,DIRECTION PRODUCTION ET DES IN,PAIERIE GENERALE,DIRECTION PRODUCTION ET DES INDUSTRIES ANIMALES,,,Ministre
Subvention aux OP en appui à la production fourragère et l'acquisition des sous produits alimentaires(du Projet N° 1-02-03-207-009),50000,313300022842,,DIRECTION PRODUCTION ET DES INDUSTRIES A,DIRECTION PRODUCTION ET DES IN,PAIERIE GENERALE,DIRECTION PRODUCTION ET DES INDUSTRIES ANIMALES,,,Ministre
Subvention aux OP en appui à l'amélioration de l’habitat du petit ruminant(du Projet N° 1-02-03-207-009),50000,313300022842,,DIRECTION PRODUCTION ET DES INDUSTRIES A,DIRECTION PRODUCTION ET DES IN,PAIERIE GENERALE,DIRECTION PRODUCTION ET DES INDUSTRIES ANIMALES,,,Ministre
Subvention aux OP en appui à  l’acquisition des animaux reproducteurs(du Projet N° 1-02-03-207-009),60000,313300022842,,DIRECTION PRODUCTION ET DES INDUSTRIES A,DIRECTION PRODUCTION ET DES IN,PAIERIE GENERALE,DIRECTION PRODUCTION ET DES INDUSTRIES ANIMALES,,GC,Ministre
"Appui à l'amélioration de l'alimentation  (mise en place des champs fourragers, mise en defens des prairies naturelles)(du Projet N° 1-03-02-690-670)",45000,313300022842,,DIRECTION PRODUCTION ET DES INDUSTRIES A,DIRECTION PRODUCTION ET DES IN,PAIERIE GENERALE,DIRECTION PRODUCTION ET DES INDUSTRIES ANIMALES,,,Ministre
Appui à l'amélioration de l'accès à l'eau pour les animaux laitier (construction des points d'eau)(du Projet N° 1-03-02-690-670),22500,313300022842,,DIRECTION PRODUCTION ET DES INDUSTRIES A,DIRECTION PRODUCTION ET DES IN,PAIERIE GENERALE,DIRECTION PRODUCTION ET DES INDUSTRIES ANIMALES,,,Ministre
"Appui à l'amélioration de la productivité des animaux (Acquisition des semences bovines, acquisition des kits d'insémination et de l'azote)(du Projet N° 1-03-02-690-670)",22500,313300022842,,DIRECTION PRODUCTION ET DES INDUSTRIES A,DIRECTION PRODUCTION ET DES IN,PAIERIE GENERALE,DIRECTION PRODUCTION ET DES INDUSTRIES ANIMALES,,,Ministre
Subvention pour le suivi accompagnement des activités des apiculteurs sur le terrain(du Projet N° 1-03-03-204-237),40000,313300022842,,DIRECTION PRODUCTION ET DES INDUSTRIES A,DIRECTION PRODUCTION ET DES IN,PAIERIE GENERALE,DIRECTION PRODUCTION ET DES INDUSTRIES ANIMALES,,,Ministre
Appui à l'acquisition des porcelets de race améliorée(du Projet N° 1-03-03-206-233),150000,313300022842,,DIRECTION PRODUCTION ET DES INDUSTRIES A,DIRECTION PRODUCTION ET DES IN,PAIERIE GENERALE,DIRECTION PRODUCTION ET DES INDUSTRIES ANIMALES,,GC,Ministre
Appui aux projets des fermes d'engraissement(du Projet N° 1-03-03-206-233),80000,313300022842,,DIRECTION PRODUCTION ET DES INDUSTRIES A,DIRECTION PRODUCTION ET DES IN,PAIERIE GENERALE,DIRECTION PRODUCTION ET DES INDUSTRIES ANIMALES,,,Ministre
Appui à l'acquisition des reproducteurs(du Projet N° 1-03-03-206-233),80000,313300022842,,DIRECTION PRODUCTION ET DES INDUSTRIES A,DIRECTION PRODUCTION ET DES IN,PAIERIE GENERALE,DIRECTION PRODUCTION ET DES INDUSTRIES ANIMALES,,,Ministre
Suivi et appui conseil aux organisations faitières(du Projet N° 1-03-03-206-233),40000,313300022842,,DIRECTION PRODUCTION ET DES INDUSTRIES A,DIRECTION PRODUCTION ET DES IN,PAIERIE GENERALE,DIRECTION PRODUCTION ET DES INDUSTRIES ANIMALES,,,Ministre
"Appui à l'amélioration  de la collecte, de la transformation et de la   commercialisation(du Projet N° 1-03-02-690-670)",20000,313300022842,,DIRECTION PRODUCTION ET DES INDUSTRIES A,DIRECTION PRODUCTION ET DES IN,PAIERIE GENERALE,DIRECTION PRODUCTION ET DES INDUSTRIES ANIMALES,,,Ministre
Appui au suivi des activités(du Projet N° 1-03-02-690-670),10000,313300022842,,DIRECTION PRODUCTION ET DES INDUSTRIES A,DIRECTION PRODUCTION ET DES IN,PAIERIE GENERALE,DIRECTION PRODUCTION ET DES INDUSTRIES ANIMALES,,,Ministre
Appui à la production (subventions en capital et en matériel aux OP)(du Projet N° 3-56-01-690-221),150000,313300022842,,DIRECTION PRODUCTION ET DES INDUSTRIES A,DIRECTION PRODUCTION ET DES IN,PAIERIE GENERALE,DIRECTION PRODUCTION ET DES INDUSTRIES ANIMALES,,,Ministre
"Subvention en capital aux OAL dans le cadre de l'encadrement, le suivi et l'appui conseil aux OP(du Projet N° 3-56-01-690-221)",40000,313300022842,,DIRECTION PRODUCTION ET DES INDUSTRIES A,DIRECTION PRODUCTION ET DES IN,PAIERIE GENERALE,DIRECTION PRODUCTION ET DES INDUSTRIES ANIMALES,,,Ministre
Appui à la construction des habitats(du Projet N° 1-02-01-227-123),50000,313300022842,,DIRECTION PRODUCTION ET DES INDUSTRIES A,DIRECTION PRODUCTION ET DES IN,PAIERIE GENERALE,DIRECTION PRODUCTION ET DES INDUSTRIES ANIMALES,,,Ministre
Ateliers (5) de formation des pisculteurs (50 personnes par atelier) en itineraire techniques de production de poisson de table(du Projet N° 1-03-02-204-001),75000,313300032043,,DIRECTION DES PÊCHES & AQUACULTURE,DIRECTION DES PÊCHES & AQUACUL,PAIERIE GENERALE,DIRECTION DES PÊCHES & AQUACULTURE,,,Ministre
"Renforcement des capacités techniques, des pêcheurs des zones de Mouloundou, Mapé et Lagdo(du Projet N° 1-03-02-661-125)",50000,313300032043,,DIRECTION DES PÊCHES & AQUACULTURE,DIRECTION DES PÊCHES & AQUACUL,PAIERIE GENERALE,DIRECTION DES PÊCHES & AQUACULTURE,,,Ministre
